Kategori,Nama_Toko,Lokasi_Toko,Nama_Produk,Harga_Produk,Terjual,Rating,Tanggal,Terlaris,Bulan
Fashion,PaoPao Trend Fashion,Jakarta Barat,Baju Oblong Wanita Lengan Pendek/Bahan Spandek Distro Printing Premium/Atasan/Baju Kasual/T-shirt Belahan Bawah Kaos Spandex Motif Nyaman Unisex Fit Cewek Digital Variasi Oval Panjang Semi Oversize,31750,40,0.0,2025-05-06,0,2025-05
Fashion,PaoPao Trend Fashion,Jakarta Barat,COD Baju Oval Wanita Lengan Pendek 17 Agustus/Bahan Spandek Distro Printing Premium/Atasan/Baju Kasual/T-shirt Belahan Bawah Kaos Spandex Motif Nyaman Unisex Fit Cewek Digital Variasi Polos  Oversize Oblong,30600,12,5.0,2025-05-29,0,2025-05
Fashion,YYfashionofficialshop,Cimahi,T-shirt lengan pendek merah bordir garis-garis V-neck,71759,40,5.0,2025-06-16,0,2025-06
Fashion,Daenerys.Co,Jakarta Barat,Junie Set - Setelan Wanita 7/8 Kancing Hidup - Oneset Jeans Santai Premium Selutut  - COD Bayar Ditempat 0021,190000,1,0.0,2025-06-28,0,2025-06
Fashion,Outfitset OOTD,Tangerang,Outfitset OOTD - Zahira Oneset Outfit Wanita | Atasan Kemeja Dusty Pink | Inner Tanktop | Bawahan Rok Ruffle | One set Korean Style | Setelan Oneset Wanita Kekinian | Outfit Korean Look Casual Remaja,121750,0,0.0,2025-04-29,0,2025-04
Fashion,Lilibabies,Jakarta Selatan,2025 NEW White Korean look  kemeja wanita lengan panjang fashion Katun Lembut 9100 Nyaman Casual,99000,20,4.7,2025-04-17,0,2025-04
Fashion,chanmi.fashion,Jakarta Barat,CH MARGARITA TWIST VINTAGE FLORAL BLOUSE,36100,500,4.9,2025-04-24,0,2025-04
Fashion,SMGalerryFashion,Kab. Tegal,Kemeja Hijau Polos Korean Style Wanita Kekinian By SMGalerryFashion,48000,16,5.0,2025-05-10,0,2025-05
Fashion,Outfitset OOTD,Tangerang,Outfitset OOTD - Rania Set Outfit Remaja 4in1 ( Rok Floral Motif + Atasan Kemeja Katun Wanita + Hijab Square + Ikat Pinggang ) Setelan Baju Wanita Panjang Kombinasi Casual Dan Simple Cantik Lebaran Bukber Ramadhan One Set Cewek Kekinian Muslim Kondangan,232097,1,0.0,2025-05-23,0,2025-05
Fashion,Grosir Klambi_NEW,Kab. Cirebon,MELDI SET SETELAN WANITA TERBARU KNIT ASTER PREMIUM LD 100-115 CM JUMBO PREMIUM LP 110 - PJ 95 CM RANGE BB 55-80KG,145000,1,0.0,2025-06-05,0,2025-06
Fashion,SenaFashion_NEW,Kab. Pekalongan,Blouse Oversize Polo Linen Asmora Blouse Jumbo  Atasan Wanita Dewasa Katun Casual,55500,30,5.0,2025-04-18,0,2025-04
Fashion,Outfitset OOTD,Tangerang,Outfitset OOTD - Setelan Wanita Lucia / Celana Cargo Pita Panjang / Atasan Kemeja Katun Basic / Tanktop Inner / 1 One Set Santai Korea Style / Outfit Hangout murah Simple / Ootd casual remaja l kece Nongkrong Cantik,132111,1,0.0,2025-07-10,0,2025-07
Fashion,Clothing Fashion Wanita,Kab. Tegal,Kemeja Motif Salur Garis Hitam Putih Wanita Kekinian Bahan Katun Rayon By Clothing Fashion,43200,10,5.0,2025-07-14,0,2025-07
Fashion,Fashvibes,Kab. Cirebon,Kemeja Wanita Fuxii Jumbo Rayon Premium - Atasan Motif Dewasa Panjang,47000,1,0.0,2025-06-13,0,2025-06
Fashion,Hanrisestyle,Kab. Tangerang,[Lengan Pendek] Leona Premium Korean style Atasan dan Celana Panjang Nyaman Wanita Nyaman Wanita Setelan,185000,750,4.9,2025-07-14,0,2025-07
Fashion,Fashion arloji,Jakarta Utara,Tshirt Baju Kaos MILENIAL Wanita Bahan Katun Combed 24S Atasan Distro Lembut Nyaman,67940,16,5.0,2025-05-13,0,2025-05
Fashion,khanzazu fashion,Kab. Pekalongan,Setelan wanita terbaru kekinian - one set rayon   premium  terbaru terviral bahan adem Standar & jumbo,85200,5000,4.8,2025-05-19,1,2025-05
Fashion,delonic.collection,Jakarta Utara,Diona O-Neck Sleeveless Blouse Top Twill Belano - Atasan Baju Wanita ONeck Fashion Wanita Outfit Hangout Korea Kekinian Kasual | Kerja Casual | Pesta Party Formal Santai Lanetta,61600,50,4.7,2025-06-19,0,2025-06
Fashion,Outfitset OOTD,Tangerang,Outfitset OOTD - Fiora Set Outfit wanita | Atasan Outer Kemeja Jeans Denim | Inner | Celana Kulot Loosepants Hitam | Setelan Remaja | Baju OOTD Simple Korean Style one set Casual Panjang Nyaman,243612,0,0.0,2025-07-11,0,2025-07
Fashion,Fu Fashion,Jakarta Barat,Atasan Wanita Rayon Kembang Kerah Sanghai Premium,65999,18,5.0,2025-05-26,0,2025-05
Fashion,Outfitset OOTD,Tangerang,Outfitset OOTD - Setelan Wanita Yunia / Midi Dress Plisket Cream / Baju Atasan Sweater Cross Top / One Set Kerja Simple Korean Style / Outfit Casual / Ootd  Keren Hangout,116729,2,0.0,2025-05-23,0,2025-05
Fashion,FASHION LOVER.ID_NEW,Jakarta Barat,Atasan Wanita Elegan Mutiara Button / Kemeja Crop Wanita Polos Lengan Panjang / Kemeja Wanita Korean Style,84550,17,4.8,2025-07-09,0,2025-07
Fashion,YYfashionofficialshop,Cimahi,Kaos Lengan Pendek Premium Bergaris merah muda,71068,250,4.9,2025-06-18,0,2025-06
Fashion,YYfashionofficialshop,Cimahi,T-shirt slim fit dengan rajutan bergaris merah,74288,40,4.8,2025-05-11,0,2025-05
Fashion,Shopatbear,Bandung,Joli Korean Sabrina Knit Crop Top Beige Grey Cream Atasan Blouse Rajut Sabrina Off Shoulder Knit Top Korea Lengan Pendek,100000,0,0.0,2025-06-20,0,2025-06
Fashion,YYfashionofficialshop,Cimahi,Kaos oblong bergaris rajutan lengan pendek bordir huruf biru premium abu-abu,69998,22,5.0,2025-07-07,0,2025-07
Fashion,RF Fashion Shop Wanita,Kab. Tegal,Kemeja Polos Formal Warna Emerald Blue Bahan Rayon Twill Nyaman By RF Fashion,51300,30,4.6,2025-04-24,0,2025-04
Fashion,prqueenfashion,Bandung,Prqueenfashion - Wishnie Top Salur - Baju Atasan Wanita - Kemeja Fitted Wanita Stripe Salur Basic Casual Lengan Panjang Pinggang Karet,88000,13,5.0,2025-04-30,0,2025-04
Fashion,VAV Fashion,Kab. Tangerang,VAV FASHION - AMAVY BLOUSE ATASAN WANITA KOREAN STYLE -PN,45200,17,5.0,2025-06-22,0,2025-06
Fashion,Nanika.Fashion,Surakarta,Dia kemeja - Baju atasan Wanita lucu casual lengan panjang,105000,100,4.4,2025-06-29,0,2025-06
Fashion,SIERRA FASHION COLLECTION,Jakarta Barat,ALIKA Blouse Rompi Pita Coquette / Bianca Blouse,30000,250,4.4,2025-05-14,0,2025-05
Fashion,KEUNTA_NEW,Kab. Tangerang,KEUNTA [ Set piuri ] - Pakaian Wanita Fashion PREMIUM Set Celana Tunik - Set Celana Katun Halus Premium Set Celana Panjang Casual Nyaman Atasan Bawahan Baju Cantik,219000,9,5.0,2025-05-10,0,2025-05
Rumah Tangga,LUCKIN'S SHOP,Kab. Tangerang,"Tas penyimpanan khusus untuk makanan beku kulkas rumah tangga yang disegel dengan aluminium foil, tas padat, barang bagus khusus",35999,100,4.8,2025-06-06,0,2025-06
Rumah Tangga,Pintar CCTV,Jakarta Utara,5V stepping Motor micro 24BYJ48 for Peralatan Rumah Tangga IP Camera CCTV Fan deceleration Motor,33000,5,5.0,2025-06-17,0,2025-06
Rumah Tangga,Digdaya Pusat Tisu,Bandung,"TisuMax Pro 1000 (prelove)-tissue murah,tisue grosir, Tissu jumbo, Tisue jumbo, Tisu 1000 lembar, Tisu murah berkualitas, Tisu rumah tangga, Tisu kantor, Tiisu isi banyak, Tiseu tebal, Tisu serbaguna, Tisu food grade, Tisu jumbo murah.",22671,100,4.7,2025-06-17,0,2025-06
Rumah Tangga,Yan Daisy,Tangerang,Nubri COD 500ml Botol Pembuat Es Cepat 2 in 1 Dua Dalam Satu Tempat Pembuat Es Bulat Rumah Tangga Bulat Cetakan Pembuat Es,89999,6,0.0,2025-05-21,0,2025-05
Rumah Tangga,MonstaStar,Jakarta Barat,Rak talenan rak talenan ekstra tebal rak talenan rumah tangga rak talenan rak talenan rak talenan rak papan pisau rak perkakas perawatan pribadi,29999,2,0.0,2025-04-23,0,2025-04
Rumah Tangga,TOKOWEILONG,Kab. Tangerang,【Sepuluh per kotak】Tas penyimpanan khusus makanan beku aluminium foil titanium foil bersegel untuk penyimpanan segar tas zipline food grade untuk penyimpanan segar kulkas rumah tangga,42999,0,0.0,2025-05-10,0,2025-05
Rumah Tangga,IISYY,Jakarta Utara,"Tutup Kepala Sikat Gigi Jepit Penutup Sikat Gigi Lucu Cover Toothbrush Holder/Sarung Pelindung Kepala Sikat Gigi, Klip Penyimpanan, Sikat Gigi Listrik Perjalanan Portabel Rumah Tangga, Penutup Penutup Penutup, Kotak Penyimpanan Kartun",19000,50,5.0,2025-06-19,0,2025-06
Rumah Tangga,One Nice Toys,Jakarta Utara,"Tutup Kepala Sikat Gigi Jepit Penutup Sikat Gigi Lucu Cover Toothbrush Holder/Sarung Pelindung Kepala Sikat Gigi, Klip Penyimpanan, Sikat Gigi Listrik Perjalanan Portabel Rumah Tangga, Penutup Penutup Penutup, Kotak Penyimpanan Kartun",19000,0,0.0,2025-07-16,0,2025-07
Rumah Tangga,TokoCepat88,Kab. Tangerang,Dudukan toilet tahan air dudukan toilet rumah tangga universal penutup dudukan toilet universal empat musim,42999,2,5.0,2025-07-11,0,2025-07
Rumah Tangga,WESSEN,Jakarta Utara,"WESSEN Pembersih Serbaguna Otomotif & Rumah Tangga Khusus untuk: Jok mobil, aksesoris kendaraan, ban Formula pekat 250ml - kinclong seketika  Ramah lingkungan & aman untuk kulit  Efektif membersihkan berbagai noda membandel",55000,0,0.0,2025-04-26,0,2025-04
Rumah Tangga,OmahKewan_NEW,Kab. Klaten,Rumah Kucing dan Anabul Model Tangga dari Kayu Jati dan Mahoni,277440,0,0.0,2025-05-19,0,2025-05
Rumah Tangga,SHANGRAOS'SHOP,Kab. Tangerang,"Sarung tangan dapur panjang sarung tangan pencuci piring sekali pakai yang tahan lama, sarung tangan karet lateks tebal nitril untuk pekerjaan rumah tangga wanita",35999,250,4.4,2025-06-04,0,2025-06
Rumah Tangga,toko alat makllq,Kab. Tangerang,11. Bor Listrik Makita Baterai Lithium 5 Sel Bor Listrik Bor Listrik Tanpa Kabel Bor Listrik Rumah Tangga Obeng Listrik Alat Bor Listrik Multifungsi,560000,16,5.0,2025-05-06,0,2025-05
Rumah Tangga,TokoCepat01,Kab. Tangerang,Set obeng multifungsi rumah tangga satu slot kepala ganda plum segitiga obeng kecil universal,39999,100,3.8,2025-06-03,0,2025-06
Rumah Tangga,Juragan Grill,Kab. Kediri,Plat Ornamen Pagar Rumah Laser Cutting List Kanopi Railing Tangga Hiasan Dinding | Ukuran 15x80 CM Tebal 1MM,65000,4,5.0,2025-05-10,0,2025-05
Rumah Tangga,AVO SUPERCLEAN,Malang,"AVOSUPERCLEAN Toilet Cleaner, Cairan Pembersih Kerak Keramik Kamar Mandi, Kaca, Granit, Stainless dan Perabotan Rumah Tangga Ampuh 1000ml l Pembersih Jamur Kaca l GRATIS Sarung Tangan Latex, Kuas Premium dan Masker",68400,13,5.0,2025-05-24,0,2025-05
Rumah Tangga,TokoCepat01,Kab. Tangerang,Kantong penyimpanan segar berbahan aluminium foil Kantong tertutup rapat untuk dapur rumah tangga Kantong khusus untuk penyimpanan makanan beku yang dapat menutup sendiri dan menebal,39999,3,5.0,2025-04-21,0,2025-04
Rumah Tangga,LUCKIN'S SHOP,Kab. Tangerang,Penutup sayur insulasi meja makan penutup makanan insulasi rumah tangga makanan kelas aluminium foil tahan debu dapur pengawetan isolasi musim dingin,25999,250,4.7,2025-07-03,0,2025-07
Rumah Tangga,kagk toko,Tangerang,KAGK Alat Pengasah Pisau Rumah Tangga Multi-fungsi & Gunting 4 Kepala Asah Knife Sharperner Penajaman Cepat,32999,4,5.0,2025-07-08,0,2025-07
Rumah Tangga,toko zhang,Kab. Tangerang,"Sarung tangan kerja rumah tangga berbahan nitril yang tebal, tidak sekali pakai, tahan air, tahan lama, anti selip, sarung tangan nitril food grade yang diperpanjang",35999,60,4.7,2025-05-12,0,2025-05
Rumah Tangga,LENODI,Kab. Tangerang,Slow Juicer 99% Fresh Fruit Juice Blender untuk Rumah Tangga Juicer Extractor 800W,369000,10,5.0,2025-05-08,0,2025-05
Rumah Tangga,ID.BOIS,Kab. Tangerang,ID.BOIS Alat Pembuka Benang Kran Rumah Tangga 4 Titik 6 Titik Segitiga Katup Pembuka Benang Pipa Air Pembuka Benang Kawat Putus,21403,6,5.0,2025-06-06,0,2025-06
Rumah Tangga,ISKU Tools Official Store,Jakarta Utara,"ISKU Gergaji Lipat KayuAnti Slip 5X Tajam gergaji lipat portabel multifungsi- Cocok untuk Potong Kayu, Pipa PVC , Pohon dan Proyek Rumah Tangga",59900,18,5.0,2025-05-09,0,2025-05
Rumah Tangga,Easycam Mall,Jakarta Utara,"Karet Eraser Pembersih Rumah Tangga Anti-Lumpur, Menghilangkan Karat Kaca Kamar Mandi & Panci dengan Teknologi Canggih Efisien dan Hemat Energi Stainless Eraser Stain Rust Eraser Remover  Pembersih Karat Pembersih Kerak Rust Cleaning Eraser",15000,7,5.0,2025-05-26,0,2025-05
Rumah Tangga,Tixx official ID,Kab. Tangerang,"Tixx periuk listrik serbaguna dengan dandang, cocok untuk mahasiswa di asrama dan penggunaan rumah tangga. Ini adalah periuk mie instan, periuk panas listrik, dan periuk goreng listrik anti-lengket sekaligus, merupakan periuk masak serbaguna.",299000,4,5.0,2025-04-25,0,2025-04
Rumah Tangga,E-TIFE,Tangerang,Etife Rak Dapur / Cabinet Dapur / Rak Penyimpanan Papan Lubang Dapur /Meja Kompor Tungku /Lemari Dapur / Lemari Samping Meja Makan,789000,6,0.0,2025-04-28,0,2025-04
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,Batu asah bundar kombinasi dua sisi 2in1,88000,0,0.0,2025-05-01,0,2025-05
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,Set Alat Masak - Spatula Masak / Saringan Masak / Sendok Sup / Sutil,59000,7,5.0,2025-05-30,0,2025-05
Rumah Tangga,RIDAHFURNITHUR SHOP,Semarang,Damaindah Rak Dapur Minimalis / Rak Oven / Rak Microwave / Lemari Dapur / Rak Dapur Serbaguna / Dapur Susun Minimalis /Minimalis/Modern/Murah,349500,15,0.0,2025-05-06,0,2025-05
Rumah Tangga,LENODI Store,Kab. Tangerang,LENODI 4 in 1 Table UV Dish Dryer 48L 58L 68L 300W UV / Sterilizer / Rak Pengering Piring Air Peralatan,989000,4,5.0,2025-07-14,0,2025-07
Rumah Tangga,Key Life Mall,Kab. Tangerang,Rak Buku Kayu  Mini Rak Buku  Belajar Kayu Susun Rak Desktop Storage Rak Organizer Dengan Laci meja konsul Furniture,62800,21,5.0,2025-04-20,0,2025-04
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,"[COD] GM Bear Panci Listrik 22cm 1226 – Serbaguna, Stylish & Praktis untuk Masak Harian!",109900,15,5.0,2025-05-09,0,2025-05
Rumah Tangga,DHCGDS Store,Jakarta Utara,Oven listrik rumah tangga memanggang kue multifungsi kapasitas besar lapisan ganda oven otomatis penuh semua dalam satu mesin 15L,325000,0,0.0,2025-05-22,0,2025-05
Rumah Tangga,LUCKIN'S SHOP,Kab. Tangerang,G-Pisau Buah Rumah Tangga Cleaver Dapur Tajam Mengupas Berkemah Multifungsi Pisau Daging BBQ Portabel Luar Ruangan Pisau D2 Hummingbird,69999,50,5.0,2025-07-07,0,2025-07
Rumah Tangga,Swift Lifestyle,Jakarta Utara,Kotak Penyimpanan 4 Tingkat 5 Tingkat Bumbu Dapur Food Container Rempah Kotak Bawang Makanan Tutup Dapur Plastik Transparan Food Container Kulkas Kedap Udara PBR-M,32999,6,0.0,2025-04-19,0,2025-04
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,SUPERMALL Cable Box Storage - Kotak Penyimpanan Kabel Charger USB,35000,4,0.0,2025-04-21,0,2025-04
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,Rak Wastafel Dapur - Tempat Sabun / Sponge Cuci Piring / Anti Cipratan,35000,4,0.0,2025-05-10,0,2025-05
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,HANRIVER CHOPPER WHITE - PENGGILING DAGING,59000,2,0.0,2025-05-17,0,2025-05
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,Kotak Bawang Dengan Tirisan / Kotak Kontainer Organizer Kulkas,17500,40,5.0,2025-05-24,0,2025-05
Rumah Tangga,Swift Lifestyle,Jakarta Utara,Rak Laci Lipat Plastik / Pakaian Susun Dalam Lemari Storage Box / Rak Laci Storage Penyimpanan Rak / Baju Rak Laci Storage Kamar Mandi,29728,6,0.0,2025-05-02,0,2025-05
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,"Keranjang Sampah Plastik Rotan – Persegi, Tutup Ayun, Cocok untuk Ruang Kerja",43900,4,5.0,2025-04-26,0,2025-04
Rumah Tangga,Vela Market_NEW,Kab. Tangerang,"[1 PACK & 2 PACK] 3 PLY, 1280 SHEETS Tissue VELA GANTUNG Tissue Elegan Vela Tissu Tissue Minyak Tissue Serbaguna Tissue Mobil Wajah Tissue Lucu Tissue Murah Tisu Tebal Tissue Best Seller Tisu Rumah Tangga Tissue Promo Tisu Murah GRATIS ONGKIR [BISA COD]",20900,10000,4.8,2025-06-01,1,2025-06
Rumah Tangga,MenHub Shop,Kab. Tangerang,Rak Organizer Penyimpanan Barang Foldel Box Large 446 X 335 X 257 MM,163900,0,0.0,2025-05-23,0,2025-05
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,"Kiara Keranjang Ubud – Elegan & Serbaguna, Dengan Tutup Plastik Aman",11400,8,5.0,2025-05-01,0,2025-05
Rumah Tangga,LOVELY HOME1,Kab. Tangerang,LOVE Lemari pajangan buatan tangan kaca imitasi transparan lemari penyimpanan rumah tangga model lemari pajangan penyimpanan mainan rak pajangan,529000,14,4.0,2025-04-26,0,2025-04
Rumah Tangga,RHODIUM FURNITURE,Kab. Jember,Ranjang tempat tidur tingkat/Ranjang Tempat Tidur besi Tingkat 2 simple minimalis/ ranjang modern / ranjang minimalis / ranjang tempat tidur / tempat tidur besi / tempat tidur besi tingkat / ranjang susun / ranjang susun besi /ranjang susun tingkat 2,2100000,1,0.0,2025-06-12,0,2025-06
Rumah Tangga,Motido,Kab. Tangerang,5 in 1 Multi Deep Fryer Panci Penggorengan Rebus Stainless Steel Saringan Capitan Tutup Klip Makanan Panci Rebus Multifungsi,69000,8,5.0,2025-05-07,0,2025-05
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,[CALISTA] Toples Troya set 4 pcs Kapasitas 2500ml,24600,2,0.0,2025-06-11,0,2025-06
Rumah Tangga,Key Life Mall,Kab. Tangerang,Rak Serbaguna Lantai Ruang Tamu Lemari Kayu Rak Buku Penyimpanan Minimalis Kualitas Terjamin 5 Tahun,399900,2,1.0,2025-07-06,0,2025-07
Rumah Tangga,Swift Lifestyle,Jakarta Utara,Alat Pengering Sayuran Ukuran 15x23cm Salad Spinner / Wadah Dehidrator Peniris Serbaguna Bahan Plastik PP/ Alat Peniris/Pemotong Sayur dan Buah,59594,17,4.0,2025-06-07,0,2025-06
Rumah Tangga,chikara furniture,Jakarta Barat,CHIKARA DEEP 4 SUSUN KOMBINASI Rak SUSUN Serbaguna Rak Sudut Rak Plastik Rak Buku Rak Jumbo Rak Sepatu Rak Piring Rak Penyimpanan Rak Dapur Rak Toilet Rak Bumbu Troli Salon Dengan Roda Gratis Kait,69299,70,5.0,2025-04-25,0,2025-04
Rumah Tangga,Etife.plastik,Kab. Tangerang,Plastik Lemari Plastik Lemari Pakaian Laci Plastik Kabinet Drawer Storage Cabinet,122000,250,4.9,2025-04-29,0,2025-04
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,"[COD] GM Bear Set Alat Pel 1521 – Mop Stick + Kain Pel, Praktis & Siap Pakai!",39878,9,3.0,2025-05-31,0,2025-05
Rumah Tangga,Paus Biru Indonesia,Kab. Tangerang,Paus Biru - Lemari Plastik Lipat 3-6 Susun Dengan Roda | Rak Serbaguna Transparan Kapasitas Besar,89900,40,4.7,2025-05-07,0,2025-05
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,Mesin Cuci Mini Portable 8L Sterilisasi Cahaya Biru Mesin Pengering Pakaian Mesin Cuci Lipat Otomatis,198675,250,4.2,2025-06-15,0,2025-06
Rumah Tangga,BUMI PUTERA PERKASA,Surabaya,Rak Kabinet Susun Lipat Plastik Roda | Rak Buku Serbaguna Plastik | Lemari Rak Sepatu Multifungsi FG,250000,1,0.0,2025-07-03,0,2025-07
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,[CALISTA] Mangkuk Gunma Gambar Disney Ukuran M – Set isi 4pcs,27300,0,0.0,2025-05-04,0,2025-05
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,"Kiara Kotak Tissue Lana — Tempat Tisu Pop Up Plastik, Elegan & Praktis",12700,12,0.0,2025-07-04,0,2025-07
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,HAN RIVER BLENDER PORTABLE JUICE CUP HRJC03WT,105000,4,0.0,2025-06-12,0,2025-06
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,[CALISTA] TEMPAT SAJI + SENDOK SAYUR SET - ORCHID SQUARE,37900,0,0.0,2025-06-29,0,2025-06
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,HAN RIVER SETRIKA PORTABEL UNTUK PERJALANAN MINI - HITAM,89000,100,4.9,2025-05-21,0,2025-05
Rumah Tangga,Bigg Queen,Jakarta Barat,"Ketel Listrik Baja Tahan Karat Portabel Lipat untuk Perjalanan, Asrama, dan Rumah Tangga",190000,18,5.0,2025-05-07,0,2025-05
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,[Eksklusif tiktokshop.lifestyle] MAIMEITE Rice Cooker MTDFB-3-01 1.6L Magic Com Mini Versi Portabel Versi Perjalanan Penanak Nasi 300Watt,223841,7,0.0,2025-05-19,0,2025-05
Rumah Tangga,Nano Home Studio,Kab. Tangerang,NA- Rak Buku Rak Ruang Tamu Serbaguna Rak Besi 4 Tingkat Rack Metal Tempat Penyimpanan Serbaguna Rak Buku Minimalis Aesthetic Rak Bunga Ikea Lerberg,198000,7,5.0,2025-04-30,0,2025-04
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,[CALISTA] Food Kontainer Set Oedo Kotak Isi 5,67900,0,0.0,2025-06-23,0,2025-06
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,Food Storage Box - Kotak Penyimpanan Makanan / Rak Kulkas Serbaguna,29000,21,5.0,2025-06-02,0,2025-06
Rumah Tangga,Hoptech Indonesia Jaya,Kab. Tangerang,Hoptech - Lemari Plastik Lipat 3-6 Susun dengan Roda | Rak Serbaguna Transparan Kapasitas Besar rak  sepatu  10  tingkat  20,89900,250,4.5,2025-06-27,0,2025-06
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,[CALISTA] FOOD KONTAINER SET OTARU ISI 14,73900,0,0.0,2025-05-30,0,2025-05
Rumah Tangga,Smithtoko_NEW,Tangerang,SMITH TOKO Rak Piring Tertutup Rak Cuci Piring Stainless Pengering Piring Stenlis Dapur Dish Rack Dish Drainer,350000,80,4.8,2025-05-23,0,2025-05
Rumah Tangga,LENODI Store,Kab. Tangerang,LENODI Penggiling Kopi Listrik Buatan Tangan Italia Mesin Penggiling Biji Kopi Komersial Rumah Tangga Semprot,504100,30,5.0,2025-05-23,0,2025-05
Rumah Tangga,JoyHomeOfficial,Tangerang,Rak Piring Sendok Plastik Anti Pecah Bahan Tebal Perlengkapan Dapur Rumah Tangga Import/Pengering Piring/Modern  Peniris Air/Simpel Dan Minimalis/Mangkuk Piring/- PBR-C - Fun Living,28000,250,4.8,2025-05-12,0,2025-05
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,"CJP Kiara Paket Hemat! Teko 2,1 L + Bonus 3 Gelas Cantik - Paket Hemat, Elegan, dan Praktis!",33200,1,0.0,2025-05-21,0,2025-05
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,Calista Tempat Tissue Naruto Kotak/Persegi,10700,0,0.0,2025-06-30,0,2025-06
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,Colokan Steker Dinding - Colokan Dinding Rotasi Anti Mentok - 3 Lubang,25000,1,0.0,2025-06-04,0,2025-06
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,Pisau Stainless Alat Pengupas Kulit Buah Penyisik Ikan Peeler Multifungsi Pembuka Botol Kaleng Kitchenware,21900,0,0.0,2025-06-30,0,2025-06
Rumah Tangga,MingStoree,Kab. Tangerang,LEMARI PLASTIK JUMBO 4 SUSUN Furniture,177500,100,4.5,2025-04-21,0,2025-04
Rumah Tangga,TOKOANDALANIBU,Kab. Tangerang,2-Pembersih SERBAGUNA kulkas Peralatan Rumah Tangga Disinfektan Deodoran Aroma Tahan Lama Praktis Mudah Digunakan Aman Ramah Lingkungan 500ml,59000,70,4.8,2025-06-01,0,2025-06
Rumah Tangga,House Of Electronic,Jakarta Barat,Lemari Pakaian Plastik Rak Susun Multifungsi Rak Sepatu Storage Box Tempat Penyimpanan Mainan Anak Box Kabinet Kontainer,166000,50,4.7,2025-04-19,0,2025-04
Rumah Tangga,GayaRumah,Kab. Tangerang,Rak dapur stainless steel multi-lapis rak panci susun rak panci wastafel dapur di atas rak kabinet di bawah rak panci,145810,30,4.9,2025-07-09,0,2025-07
Rumah Tangga,AlatRumahTanggaHokie,Jakarta Utara,HEMAT 12 PCS Piring Makan Viral Semi Melamin Tebal,24999,80,5.0,2025-04-25,0,2025-04
Rumah Tangga,AlatRumahTanggaHokie,Jakarta Utara,HEMAT 12 PCS Piring Makan Viral Semi Melamin Tebal,24999,50,5.0,2025-05-06,0,2025-05
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,"Kiara Tokyo Bento 4 Sekat Warna Baru — Kotak Makan Dewasa, BPA Free, Free Sendok Garpu Food Grade & Aman!",39900,8,3.7,2025-06-30,0,2025-06
Rumah Tangga,TOKOANDALANIBU,Kab. Tangerang,3-Pembersih SERBAGUNA kulkas Peralatan Rumah Tangga Disinfektan Deodoran Aroma Tahan Lama Praktis Mudah Digunakan Aman Ramah Lingkungan 500ml,59000,100,4.4,2025-06-20,0,2025-06
Rumah Tangga,LifestyleHub Shop,Kab. Tangerang,"Niki Lunch Box 3 Sekat — Kotak Makan Lucu, Food Grade & BPA Free, Cocok untuk Souvenir!",14900,7,5.0,2025-05-19,0,2025-05
